,Track URI,Track Name,Artist Name,Album Name,Artist URI,Album URI,Louvain Community,Walktrap Community,Infomap Community,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,popularity,duration_ms,arist_URI,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_popularity,genres
133,spotify:track:0lwkTJnLBVWvEnxtku7Msy,Alright,Logic,Under Pressure,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,spotify:album:1Mk7Lei0Ra3hawezqmad5V,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,55,218280,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,0.0504,0.807,0.693,7.75e-06,11,0.0762,-5.056,1,0.0481,127.035,4,0.142,74,"['Rap', 'Pop', 'Hip Hop']"
134,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,Coloring Book,spotify:artist:1anyVhU62p31KFi8MEzkbf,spotify:album:71QyofYesSsRMwFOTafnhB,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,65,304607,spotify:artist:1anyVhU62p31KFi8MEzkbf,0.156,0.652,0.795,0.0,11,0.123,-5.192,0,0.174,135.018,4,0.788,73,"['Rap', 'Pop', 'Hip Hop']"
135,spotify:track:1MksGqIztTT6M9R1ErKVs8,No Favors,Big Sean,I Decided.,spotify:artist:0c173mlxpT3dSFRgMO8XPh,spotify:album:0XAIjjN5qxViVS0Y5fYkar,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,52,325840,spotify:artist:0c173mlxpT3dSFRgMO8XPh,0.629,0.482,0.781,2.87e-06,11,0.413,-5.334,1,0.411,57.967,5,0.336,76,"['Rap', 'Pop', 'Hip Hop', 'R&B']"
136,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,ANTI,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:album:3Q149ZH46Z0f3oDR7vlDYV,6,3,0,0.14365671641791045,0.082860449983611,0.41842310694769713,0.013375506848680557,0,191600,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,0.11,0.671,0.314,0.0,5,0.0825,-8.091,0,0.244,110.898,4,0.296,90,"['Pop', 'urban contemporary']"
137,spotify:track:1Uq3IOIy1CUlHUgP6vWpum,Smoke Break (feat. Future),Chance The Rapper,Coloring Book,spotify:artist:1anyVhU62p31KFi8MEzkbf,spotify:album:71QyofYesSsRMwFOTafnhB,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,55,226494,spotify:artist:1anyVhU62p31KFi8MEzkbf,0.257,0.705,0.453,0.0,3,0.143,-8.174,1,0.196,124.942,4,0.283,73,"['Rap', 'Pop', 'Hip Hop']"
138,spotify:track:1jQsKN68yE94tMYml0wHMd,Jump Out The Window,Big Sean,I Decided.,spotify:artist:0c173mlxpT3dSFRgMO8XPh,spotify:album:0XAIjjN5qxViVS0Y5fYkar,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,58,213693,spotify:artist:0c173mlxpT3dSFRgMO8XPh,0.136,0.747,0.704,0.0,1,0.131,-6.743,1,0.0986,136.936,4,0.494,76,"['Rap', 'Pop', 'Hip Hop', 'R&B']"
139,spotify:track:1r0faljjM2b876iNoaDUh5,Sacrifices,Big Sean,I Decided.,spotify:artist:0c173mlxpT3dSFRgMO8XPh,spotify:album:0XAIjjN5qxViVS0Y5fYkar,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,50,287320,spotify:artist:0c173mlxpT3dSFRgMO8XPh,0.258,0.779,0.56,0.0,10,0.241,-7.564,0,0.253,142.032,4,0.421,76,"['Rap', 'Pop', 'Hip Hop', 'R&B']"
140,spotify:track:2c8sgbZoEanC3QyFNZxUcA,Flexicution,Logic,Bobby Tarantino,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,spotify:album:0WMr3ulx5Mzi1B3C8LsHVA,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,59,218947,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,0.0619,0.782,0.713,0.00125,0,0.108,-6.576,0,0.0899,159.839,4,0.68,74,"['Rap', 'Pop', 'Hip Hop']"
141,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,Stoney,spotify:artist:246dkjvS1zLTtiykXe5h60,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,82,220293,spotify:artist:246dkjvS1zLTtiykXe5h60,0.215,0.63,0.804,0.0,6,0.253,-4.183,1,0.0363,123.146,4,0.492,88,"['Rap', 'Pop']"
142,spotify:track:3nAq2hCr1oWsIU54tS98pL,Waves,Kanye West,The Life Of Pablo,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:album:7gsWAHLeT0w7es6FofOXk1,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,72,181573,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,0.0528,0.557,0.586,7.33e-06,10,0.339,-4.57,1,0.0382,96.091,4,0.0681,94,"['Rap', 'Hip Hop']"
143,spotify:track:4cxMGhkinTocPSVVKWIw0d,Losin Control,Russ,There's Really A Wolf,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,spotify:album:0lUL92det7mZ4DaHYmiUEC,4,3,4,0.11194029850746269,0.028959655356401173,0.36388323150033947,0.018980785830479362,74,237507,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,0.515,0.759,0.245,0.000154,6,0.102,-6.545,1,0.138,96.992,4,0.209,75,"['Rap', 'Pop', 'Hip Hop']"
144,spotify:track:4f1QbCjIAgQwnf7ms9NXWx,Me You,Russ,There's Really A Wolf,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,spotify:album:0lUL92det7mZ4DaHYmiUEC,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,59,164200,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,0.00196,0.702,0.762,0.000451,8,0.142,-2.733,1,0.0328,95.019,4,0.233,75,"['Rap', 'Pop', 'Hip Hop']"
145,spotify:track:4w7yrP4RAeeyhfG9nJqQvS,I Don't Fuck With You,Big Sean,Dark Sky Paradise,spotify:artist:0c173mlxpT3dSFRgMO8XPh,spotify:album:3QZ9gSv35M8vfQA127l3vn,4,3,4,0.08208955223880597,0.006838557341502313,0.35286372613561556,0.010615633124644903,0,284387,spotify:artist:0c173mlxpT3dSFRgMO8XPh,0.0349,0.823,0.733,0.0,1,0.324,-5.474,1,0.0628,97.972,4,0.397,76,"['Rap', 'Pop', 'Hip Hop', 'R&B']"
146,spotify:track:55OdqrG8WLmsYyY1jijD9b,Wyclef Jean,Young Thug,JEFFERY,spotify:artist:50co4Is1HCEo8bhOyUWKpn,spotify:album:7EpUpNUkkEGnaCvkcn1j4H,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140603,61,236293,spotify:artist:50co4Is1HCEo8bhOyUWKpn,0.124,0.863,0.576,0.0,5,0.143,-5.687,0,0.239,132.054,4,0.832,84,"['Rap', 'Hip Hop']"
147,spotify:track:5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,Starboy,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:09fggMHib4YkOtwQNXEBII,4,3,4,0.12126865671641791,0.05616015599776023,0.40606060606060607,0.012112925718232304,26,230453,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.165,0.681,0.594,3.49e-06,7,0.134,-7.028,1,0.282,186.054,4,0.535,95,"['R&B', 'Pop']"
148,spotify:track:5mB1bWU8VueYVxuvcLPn2B,Do It Myself,Russ,There's Really A Wolf,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,spotify:album:0lUL92det7mZ4DaHYmiUEC,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,56,167333,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,0.018,0.831,0.558,0.0,1,0.094,-3.551,1,0.242,141.974,4,0.338,75,"['Rap', 'Pop', 'Hip Hop']"
149,spotify:track:5mPSyjLatqB00IkPqRlbTE,Pop Style,Drake,Views,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:40GMAhriYJRO1rsY4YdrZb,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,61,212947,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.192,0.713,0.462,2.16e-06,7,0.105,-10.027,1,0.123,133.053,4,0.0594,96,"['Rap', 'Pop', 'Hip Hop']"
150,spotify:track:5yuShbu70mtHXY0yLzCQLQ,Go Flex,Post Malone,Stoney,spotify:artist:246dkjvS1zLTtiykXe5h60,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,4,3,4,0.08208955223880597,0.006838557341502313,0.35286372613561556,0.010615633124644905,77,179613,spotify:artist:246dkjvS1zLTtiykXe5h60,0.228,0.665,0.498,0.0,5,0.0757,-8.185,1,0.0832,81.967,4,0.127,88,"['Rap', 'Pop']"
151,spotify:track:6F609ICg9Spjrw1epsAnpa,Controlla,Drake,Views,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:3hARKC8cinq3mZLLAEaBh9,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,0,245227,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.0773,0.607,0.476,0.0,10,0.113,-11.076,0,0.249,122.976,5,0.347,96,"['Rap', 'Pop', 'Hip Hop']"
152,spotify:track:6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,DAMN.,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,spotify:album:4eLPsYPBmXABThSJ821sqY,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,78,227360,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,0.0265,0.658,0.535,0.0,9,0.2,-8.983,0,0.0573,110.684,4,0.419,90,"['Rap', 'Hip Hop']"
153,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Post Malone,Stoney,spotify:artist:246dkjvS1zLTtiykXe5h60,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,4,3,4,0.09888059701492537,0.019948441052410136,0.3901018922852984,0.01618965397545404,77,256533,spotify:artist:246dkjvS1zLTtiykXe5h60,0.233,0.675,0.562,0.0,7,0.0816,-7.678,1,0.0352,130.098,4,0.309,88,"['Rap', 'Pop']"
154,spotify:track:6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,spotify:album:42WVQWuf1teDysXiOupIZt,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,87,243837,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,0.0847,0.841,0.728,0.0,7,0.149,-3.37,1,0.0484,130.049,4,0.43,94,"['Rap', 'house', 'Hip Hop']"
155,spotify:track:6mapJIPnQ23RTAevUoE0DL,Swang,Rae Sremmurd,SremmLife 2,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,spotify:album:5v6iBhIlflzR9rEd1LAMbd,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,74,208120,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,0.2,0.681,0.314,9.82e-06,8,0.1,-9.319,1,0.0581,139.992,4,0.166,71,"['Rap', 'Pop', 'Hip Hop']"
156,spotify:track:7BKUWh5sdtdS17crohRe4L,Black SpiderMan,Logic,Everybody,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,50,331267,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,0.11,0.611,0.867,0.000105,1,0.346,-5.298,1,0.0896,140.032,4,0.336,74,"['Rap', 'Pop', 'Hip Hop']"
157,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,DAMN.,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,spotify:album:4eLPsYPBmXABThSJ821sqY,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,85,177000,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,0.000282,0.908,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421,90,"['Rap', 'Hip Hop']"
158,spotify:track:7L9g4cPfohScjJ8mGwLQWr,TEMPTATION,Joey Bada$$,ALL-AMERIKKKAN BADA$$,spotify:artist:2P5sC9cVZDToPxyomzF1UH,spotify:album:6swV0WUnPygRIMgEKn6Ige,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,0,244198,spotify:artist:2P5sC9cVZDToPxyomzF1UH,0.397,0.775,0.707,0.0,10,0.874,-5.339,0,0.152,104.979,4,0.78,72,"['Rap', 'Hip Hop']"
159,spotify:track:7cGFbx7MP0H23iHZTZpqMM,Everybody,Logic,Everybody,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,62,162347,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,0.161,0.885,0.94,0.0,1,0.0675,-5.908,1,0.0913,110.005,4,0.773,74,"['Rap', 'Pop', 'Hip Hop']"
160,spotify:track:7hDc8b7IXETo14hHIHdnhd,Passionfruit,Drake,More Life,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:7Ix0FS4f1lK42C3rix5rHg,4,3,4,0.06343283582089553,0.0,0.34692556634304206,0.010405677331140605,0,298941,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.256,0.809,0.463,0.085,11,0.109,-11.377,1,0.0396,111.98,4,0.364,96,"['Rap', 'Pop', 'Hip Hop']"
161,spotify:track:7wwifjNAb172PtDpKK3CoR,V. 3005,Childish Gambino,because the internet,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,spotify:album:63McpWDS7P0dF06fqXQMCZ,8,1,1,0.15485074626865672,0.08840706004898385,0.3941176470588235,0.14193720036753038,0,234215,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,0.13,0.472,0.457,0.0,6,0.0975,-7.23,0,0.336,165.969,4,0.643,79,"['Rap', 'Hip Hop']"
162,spotify:track:05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,spotify:artist:2TzHIUhVpeeDxyJPpQfnV3,spotify:album:1UQG78YJjaBySRMh0A8Uw7,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,79,238733,spotify:artist:2TzHIUhVpeeDxyJPpQfnV3,0.0116,0.596,0.869,0.173,10,0.0678,-11.97,1,0.037,109.902,4,0.944,62,['Pop']
163,spotify:track:0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,GEMINI,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,spotify:album:72qA6s4fjF8Y2VX1UDMfp2,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,77,220454,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,0.0323,0.731,0.794,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356,77,"['Rap', 'Pop', 'Hip Hop']"
164,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,Take Me To Church,Hozier,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,spotify:album:36k5aXpxffjVGcNce12GLZ,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,0,241688,spotify:artist:2FXC3k01G6Gw61bmprjgqS,0.634,0.566,0.664,0.0,4,0.116,-5.303,0,0.0464,128.945,4,0.437,85,"['singer-songwriter', 'Indie', 'Rock']"
165,spotify:track:0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,Only By The Night,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,spotify:album:5CZR6ljD0x9fTiS4mh9wMp,5,6,6,0.08208955223880597,0.04880415872351647,0.36838487972508593,0.0005001769042862166,84,203347,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374,76,['Rock']
166,spotify:track:1C0pmryC2MdXfa7MZ9uIrU,One Week,Barenaked Ladies,Stunt,spotify:artist:0dEvJpkqhrcn64d3oI8v79,spotify:album:4FsibLgkGMV9AfbLtEqvxT,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,0,169760,spotify:artist:0dEvJpkqhrcn64d3oI8v79,0.00854,0.702,0.898,0.000154,9,0.0917,-6.003,1,0.0373,112.845,4,0.731,58,"['Pop', 'post-grunge', 'Rock']"
167,spotify:track:1OAiWI2oPmglaOiv9fdioU,Hymn For The Weekend - Seeb Remix,Coldplay,A Head Full Of Dreams Tour Edition,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,spotify:album:5IDGBfcVjwMoGPKOsfyXLN,5,6,6,0.08955223880597014,0.08710532089028188,0.40636846095526913,0.0021839461921003135,37,212647,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,0.00868,0.564,0.849,4.68e-06,0,0.12,-3.516,0,0.0517,102.028,4,0.427,88,"['permanent wave', 'Pop']"
168,spotify:track:27K3ZDS5B4fwjhwyihrdzC,(What A) Wonderful World - Remastered,Sam Cooke,The Wonderful World Of Sam Cooke,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,spotify:album:4y3NeFX7yaEzQfxy70NhZ3,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,0,125507,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,0.734,0.524,0.543,0.0,11,0.275,-9.889,1,0.0397,128.091,4,0.877,69,[]
169,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,The Revivalists,Men Amongst Mountains,spotify:artist:5kuJibJcwOC53s3OkoGMRA,spotify:album:4d40uSufPdCDGGedQGCdGn,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,69,274093,spotify:artist:5kuJibJcwOC53s3OkoGMRA,0.142,0.649,0.718,0.0713,0,0.124,-6.593,0,0.0261,101.034,4,0.718,58,['Rock']
170,spotify:track:2H3ZUSE54pST4ubRd5FzFR,Ain't No Mountain High Enough,Marvin Gaye,United,spotify:artist:3koiLjNrgRTNbOwViDipeA,spotify:album:6sbZYwwQB15bt5TgkPFAdb,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,0,151667,spotify:artist:3koiLjNrgRTNbOwViDipeA,0.482,0.669,0.616,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818,74,[]
171,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,Survivor,Eye Of The Tiger,spotify:artist:26bcq2nyj5GB7uRr558iQg,spotify:album:4PT9VulQaQP6XR1xBI2x1W,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,78,243773,spotify:artist:26bcq2nyj5GB7uRr558iQg,0.216,0.815,0.438,0.000466,0,0.0787,-14.522,0,0.0346,108.965,4,0.552,68,"['glam metal', 'Rock']"
172,spotify:track:2KmEgiY8fQs0G6WNxtzQKr,Baba O'Riley,The Who,Who's Next,spotify:artist:67ea9eGLXYMsO2eYQRui3w,spotify:album:5tqJNAjU163MfKLIP6DtYu,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,0,300400,spotify:artist:67ea9eGLXYMsO2eYQRui3w,0.313,0.489,0.724,0.185,5,0.287,-8.367,1,0.0352,117.292,4,0.15,68,"['british invasion', 'Rock']"
173,spotify:track:2zvot9pY2FNl1E94kc4K8M,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,Honky Chateau,spotify:artist:3PhoLpVuITZKcymswpck5b,spotify:album:46g6b33tbttcPtzbwzBoG6,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,0,281613,spotify:artist:3PhoLpVuITZKcymswpck5b,0.432,0.601,0.532,6.25e-06,10,0.0925,-9.119,1,0.0286,136.571,4,0.341,83,"['Mellow', 'Rock']"
174,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,Classic Man,Jidenna,Classic Man,spotify:artist:4TsHKU8l8Wq7n7OPVikirn,spotify:album:6WYHzLqNy9g3zNeqs9IwAA,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,58,226000,spotify:artist:4TsHKU8l8Wq7n7OPVikirn,0.185,0.79,0.585,0.0,8,0.292,-6.058,1,0.0348,94.072,4,0.585,51,"['Rap', 'Hip Hop']"
175,spotify:track:3xqF04FdMK7gpIPG3SPFpY,It's Time,Imagine Dragons,Night Visions,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:album:1vAEF8F0HoRFGiYOEeJXHW,5,7,6,0.09328358208955223,0.053521170002782975,0.38231098430813126,0.0007614344034257806,0,237987,spotify:artist:53XhwfbYqKCa1cC15pYq2q,0.0168,0.657,0.885,0.0,2,0.147,-4.695,1,0.0344,105.011,4,0.869,87,"['Pop', 'Rock']"
176,spotify:track:4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,All That We Needed,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,spotify:album:4vUClKTFaDWnsHE8rK52GY,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,79,232533,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,0.872,0.656,0.291,0.0,2,0.114,-10.572,1,0.0293,103.971,4,0.298,63,"['Pop', 'Mellow', 'Rock']"
177,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,Escape,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,spotify:album:43wpzak9OmQfrjyksuGwp0,5,6,6,0.09514925373134328,0.04446700527358898,0.3745632424877708,0.0005308074138461295,42,250987,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,0.127,0.5,0.748,0.0,4,0.447,-9.072,1,0.0363,118.852,4,0.514,74,"['Mellow', 'Rock']"
178,spotify:track:4hEl2wrneFEJbJ6SDYWd2f,Not Afraid,Eminem,Recovery,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:album:3PogVmhNucYNfyywZvTd7F,5,6,6,0.08022388059701492,0.028958013669967916,0.36813186813186816,0.0005010552815004233,0,248133,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,0.543,0.854,0.954,0.0,0,0.201,-1.185,0,0.246,114.609,5,0.67,90,"['Rap', 'Hip Hop']"
179,spotify:track:4iEOVEULZRvmzYSZY2ViKN,Left Hand Free,alt-J,This Is All Yours,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,spotify:album:4oktVvRuO1In9B7Hz0xm0a,6,6,0,0.13059701492537312,0.10332883454170182,0.4042232277526395,0.003652444324650568,70,173631,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,0.462,0.697,0.877,0.00943,3,0.083,-4.465,1,0.0462,101.99,4,0.802,70,"['Indie', 'Rock']"
180,spotify:track:62LJFaYihsdVrrkgUOJC05,Kiss,Prince,Parade - Music From The Motion Picture Under The Cherry Moon,spotify:artist:5a2EaR3hamoenG9rDuVn8j,spotify:album:54DjkEN3wdCQgfCTZ9WjdB,5,6,6,0.09514925373134328,0.04446700527358898,0.3745632424877708,0.0005308074138461296,74,226240,spotify:artist:5a2EaR3hamoenG9rDuVn8j,0.0135,0.898,0.271,0.00138,7,0.0461,-12.238,1,0.091,111.485,4,0.742,70,['Rock']
181,spotify:track:67iAlVNDDdddxqSD2EZhFs,I'm Gonna Be (500 Miles),The Proclaimers,Sunshine On Leith,spotify:artist:1A92IAcd7A6npCA33oGM5i,spotify:album:5sK78apv4yOoXjxRL4kOdJ,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,76,219467,spotify:artist:1A92IAcd7A6npCA33oGM5i,0.151,0.851,0.551,0.0,4,0.0827,-5.177,1,0.0396,131.922,4,0.807,62,['Rock']
182,spotify:track:6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",spotify:artist:31TPClRtHm23RisEBtV3X7,spotify:album:40LbnfieVTWtHrK24WQeEB,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,79,236002,spotify:artist:31TPClRtHm23RisEBtV3X7,0.0123,0.666,0.83,0.0,0,0.191,-5.715,1,0.0751,113.03,4,0.702,83,['Pop']
183,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,spotify:album:3WrufJir7I61NkvkDwxero,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,84,192790,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,0.000176,0.655,0.819,0.00374,0,0.104,-4.852,1,0.0316,117.956,5,0.766,67,"['Pop', 'Rock']"
184,spotify:track:6pyzBTIjcO2AMkKE6x2Otb,Stayin' Alive,Bee Gees,Greatest,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,spotify:album:684Fi6YqIP9xU9JeboAgVM,5,6,6,0.05037313432835821,0.0,0.3641304347826087,0.0004920570561266868,0,285373,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,0.0322,0.703,0.826,0.00629,10,0.179,-7.179,0,0.0341,103.564,4,0.945,77,"['Mellow', 'Rock']"
185,spotify:track:7fqhrLJzKHJ0RW32N0y2Gp,Spirit In The Sky,Norman Greenbaum,Spirit In The Sky,spotify:artist:7f8LNBVXN0h35veHrpxQFL,spotify:album:2gkQ6IAEhzCK1NUvEgdisT,5,6,6,0.0708955223880597,0.04585586261603444,0.37119113573407203,0.0004948236094532097,0,242893,spotify:artist:7f8LNBVXN0h35veHrpxQFL,0.0939,0.537,0.606,0.00559,2,0.11,-7.048,1,0.0347,128.73,4,0.582,57,['Rock']
186,spotify:track:7jOXGeS0v0rdFssNy7Mxkn,Lost In My Mind,The Head and the Heart,The Head And The Heart,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,spotify:album:4JKVVz1tD8PYKoXIZ7ZEJy,5,6,6,0.08582089552238806,0.12880434316149217,0.42505947660586835,0.006466591451424049,0,259120,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,0.41,0.368,0.556,9.47e-05,2,0.283,-7.932,1,0.0306,95.347,4,0.365,62,"['stomp and holler', 'Pop', 'Indie']"
187,spotify:track:7w9bgPAmPTtrkt2v16QWvQ,Lose Yourself - Soundtrack Version,Eminem,Curtain Call,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:album:71xFWYFtiHC8eP99QB30AA,5,6,6,0.08022388059701492,0.028958013669967916,0.36813186813186816,0.0005010552815004233,0,326467,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,0.00971,0.701,0.728,0.00115,2,0.361,-4.554,1,0.255,171.388,4,0.0591,90,"['Rap', 'Hip Hop']"
